"theme_name","set_name","set_year","unique_part","parts"
"Airport","Airport","2006","Not Unique","241"
"Airport","Airport","2006","Unique","1"
"Airport","Airport","2010","Not Unique","248"
"Airport","Airport","2010","Unique","1"
"Airport","Airport - ANA Version","2007","Not Unique","224"
"Airport","Airport Air Show","2016","Not Unique","278"
"Airport","Airport Air Show","2016","Unique","2"
"Airport","Airport Building Set","2011","Not Unique","123"
"Airport","Airport Cargo Plane","2016","Not Unique","95"
"Airport","Airport Container Truck","1991","Not Unique","39"
"Airport","Airport Container Truck","1991","Unique","1"
"Airport","Airport Firetruck","2006","Not Unique","78"
"Airport","Airport Passenger Terminal","2016","Not Unique","260"
"Airport","Airport Security Squad","1991","Not Unique","87"
"Airport","Airport Shuttle","1990","Not Unique","193"
"Airport","Airport Shuttle","1990","Unique","3"
"Airport","Airport Starter Set","2016","Not Unique","63"
"Airport","Airport Starter Set","2016","Unique","1"
"Airport","Airport VIP Service","2016","Not Unique","183"
"Airport","Airport VIP Service","2016","Unique","1"
"Airport","Airshow (Red Tiger)","1999","Not Unique","88"
"Airport","Aviation Adventures","2013","Not Unique","199"
"Airport","Baggage Carts","1970","Not Unique","16"
"Airport","Bi-Plane","2008","Not Unique","19"
"Airport","Biplane","1967","Not Unique","17"
"Airport","Biplane","1974","Not Unique","10"
"Airport","Biplane","1975","Not Unique","10"
"Airport","Black Hawk / Sky Stormer","1996","Not Unique","97"
"Airport","Britannia Airways","1987","Not Unique","44"
"Airport","Caravelle Plane","1973","Not Unique","17"
"Airport","Caravelle Plane","1973","Unique","1"
"Airport","Cargo Heliplane","2013","Not Unique","157"
"Airport","Cargo Heliplane","2013","Unique","1"
"Airport","Cargo Plane","2014","Not Unique","152"
"Airport","Cargo Plane","2014","Unique","2"
"Airport","Cargo Terminal","2013","Not Unique","249"
"Airport","Cargo Terminal","2013","Unique","1"
"Airport","Century Skyway","1994","Not Unique","323"
"Airport","Century Skyway","1994","Unique","1"
"Airport","Chopper Force","1997","Not Unique","90"
"Airport","Chopper Force","1997","Unique","1"
"Airport","City Airport -City Logo Box","2004","Not Unique","338"
"Airport","City Airport -Full Size Image Box","2004","Not Unique","338"
"Airport","Commuter Jet","2011","Not Unique","65"
"Airport","Condor Promotional Airplane","1996","Not Unique","19"
"Airport","Desert Biplane","2005","Not Unique","64"
"Airport","Dragon Fly","1997","Not Unique","104"
"Airport","Dual Turbo Prop","2002","Not Unique","18"
"Airport","Dual Turbo Prop","2002","Unique","2"
"Airport","Eagle Stunt Flyer","1996","Not Unique","45"
"Airport","Eagle Stunt Flyer","1996","Unique","1"
"Airport","Emirates Airliner","1989","Not Unique","60"
"Airport","Emirates Airliner","1989","Unique","1"
"Airport","Executive Jet","1974","Not Unique","16"
"Airport","Fast Flyers","2007","Not Unique","139"
"Airport","Fiber Optic Multi Set / Multi Racer Set (with Fibre Optics)","1996","Not Unique","107"
"Airport","Flyercracker USA","1989","Not Unique","47"
"Airport","Gas N' Go Flyer","1994","Not Unique","71"
"Airport","Gas N' Go Flyer","1994","Unique","1"
"Airport","Glider","2012","Not Unique","61"
"Airport","Glory Glider","1990","Not Unique","20"
"Airport","Gyro Copter","1997","Not Unique","42"
"Airport","Helicopter","1986","Not Unique","18"
"Airport","Helicopter","1987","Not Unique","17"
"Airport","Helicopter","1990","Not Unique","42"
"Airport","Helicopter","1997","Not Unique","17"
"Airport","Helicopter","2002","Not Unique","58"
"Airport","Helicopter","2005","Not Unique","14"
"Airport","Helicopter","2006","Not Unique","20"
"Airport","Helicopter","2010","Not Unique","55"
"Airport","Helicopter ANA Promotional Set","2002","Not Unique","12"
"Airport","Helicopter and Limousine","2010","Not Unique","114"
"Airport","International Jetport","1990","Not Unique","216"
"Airport","International Jetport","1990","Unique","4"
"Airport","JAL Boeing 727","1977","Not Unique","20"
"Airport","Jet","1994","Not Unique","92"
"Airport","Jet","1994","Unique","1"
"Airport","Jet Airliner","1985","Not Unique","65"
"Airport","Jet Airliner","1985","Unique","1"
"Airport","Jetport Fire Squad","1991","Not Unique","86"
"Airport","Jetport Fire Squad","1991","Unique","1"
"Airport","Jumbo Jet","1970","Not Unique","23"
"Airport","Lear Jet","1976","Not Unique","14"
"Airport","Light Aircraft and Ground Support","1996","Not Unique","77"
"Airport","Lufthansa Boeing 727","1976","Not Unique","18"
"Airport","Lufthansa Boeing 727","1976","Unique","1"
"Airport","Lufthansa Double-Decker","1976","Not Unique","23"
"Airport","Martinair Cessna","1978","Not Unique","25"
"Airport","Martinair DC-9","1978","Not Unique","27"
"Airport","Martinair DC-9","1978","Unique","1"
"Airport","Microlight","1997","Not Unique","19"
"Airport","Midnight Transport","1993","Not Unique","130"
"Airport","Mini Airplane","2010","Not Unique","35"
"Airport","Mini Flyers","2007","Not Unique","50"
"Airport","Mini Helicopter","2010","Not Unique","34"
"Airport","Mini Jet","2009","Not Unique","35"
"Airport","Motion Power","2006","Not Unique","154"
"Airport","Motion Power","2006","Unique","2"
"Airport","Night Chopper","1991","Not Unique","44"
"Airport","Nighthawk / Sky Wasp","1995","Not Unique","77"
"Airport","Passenger Plane","2003","Not Unique","89"
"Airport","Passenger Plane","2003","Unique","1"
"Airport","Passenger Plane","2006","Not Unique","132"
"Airport","Passenger Plane","2006","Unique","1"
"Airport","Passenger Plane","2010","Not Unique","125"
"Airport","Passenger Plane - Aeroflot Version","2006","Not Unique","89"
"Airport","Passenger Plane - Aeroflot Version","2006","Unique","2"
"Airport","Passenger Plane - ANA Air Version","2004","Not Unique","76"
"Airport","Passenger Plane - ANA version","2006","Not Unique","116"
"Airport","Passenger Plane - ANA Version","2010","Not Unique","113"
"Airport","Passenger Plane - Austrian Air Version","2004","Not Unique","75"
"Airport","Passenger Plane - EL AL Version","2004","Not Unique","75"
"Airport","Passenger Plane - Iberia Version","2004","Not Unique","75"
"Airport","Passenger Plane - JAL Version","2004","Not Unique","75"
"Airport","Passenger Plane - KLM Version","2006","Not Unique","75"
"Airport","Passenger Plane - Lauda Air Version","2004","Not Unique","75"
"Airport","Passenger Plane - Malaysian Air Version","2005","Not Unique","75"
"Airport","Passenger Plane - SAS Version","2003","Not Unique","76"
"Airport","Passenger Plane - Snowflake Version","2004","Not Unique","75"
"Airport","Passenger Plane - SWISS Version","2005","Not Unique","89"
"Airport","Passenger Plane - SWISS Version","2005","Unique","1"
"Airport","Patriot Jet","1996","Not Unique","104"
"Airport","Prop Plane","1988","Not Unique","85"
"Airport","Propellor Power","2009","Not Unique","111"
"Airport","Race Plane","2017","Not Unique","63"
"Airport","Red Recon Flyer","2002","Not Unique","18"
"Airport","Red Rotors","2013","Not Unique","57"
"Airport","Rescue Helicopter","1987","Not Unique","19"
"Airport","Rescue Helicopter","1987","Unique","1"
"Airport","Rescue Helicopter","2011","Not Unique","107"
"Airport","Sea Plane","1977","Not Unique","43"
"Airport","Seaplane","1977","Not Unique","43"
"Airport","Shuttle Launching Crew","1992","Not Unique","161"
"Airport","Shuttle Launching Crew","1992","Unique","1"
"Airport","Sky Flyer I","1998","Not Unique","23"
"Airport","Sky Pirates","2001","Not Unique","68"
"Airport","Sky Ranger","1993","Not Unique","74"
"Airport","Small Aircraft","2001","Not Unique","9"
"Airport","Solo Trainer","1990","Not Unique","53"
"Airport","Space Shuttle","1990","Not Unique","154"
"Airport","Space Shuttle","1996","Not Unique","195"
"Airport","Space Shuttle","1996","Unique","1"
"Airport","Spirit of St. Louis","1976","Not Unique","23"
"Airport","Spirit of St. Louis","1977","Not Unique","23"
"Airport","Sports Airplane","1984","Not Unique","9"
"Airport","Sports Plane","2010","Not Unique","71"
"Airport","Spy Runner","2000","Not Unique","66"
"Airport","Sterling Airways Biplane","1978","Not Unique","21"
"Airport","Sterling Boeing 727","1974","Not Unique","19"
"Airport","Sterling Boeing 727","1974","Unique","1"
"Airport","Sterling Luggage Carrier","1972","Not Unique","9"
"Airport","Sterling Luggage Carrier","1972","Unique","2"
"Airport","Sterling Super Caravelle","1972","Not Unique","18"
"Airport","Stunt Chopper","1990","Not Unique","21"
"Airport","Stunt Copter","1994","Not Unique","56"
"Airport","Stunt Plane","2013","Not Unique","104"
"Airport","Super Glider","2002","Not Unique","6"
"Airport","Super Glider (Kabaya Promotional)","2002","Not Unique","6"
"Airport","The Wasp","1998","Not Unique","28"
"Airport","Transport Chopper","2012","Not Unique","153"
"Airport","Turbo Chopper","2002","Not Unique","11"
"Airport","Turbo Chopper (Kabaya Promotional)","2002","Not Unique","11"
"Airport","Turbo Prop I","1987","Not Unique","45"
"Airport","Twin Rotor Cargo","2002","Not Unique","19"
"Airport","Twin Rotor Cargo","2002","Unique","4"
"Airport","Ultra-Light","1993","Not Unique","24"
"Airport","Ultra Light I","1990","Not Unique","29"
"Airport","Ultralight Flyer","2002","Not Unique","11"
"Airport","Ultralight Flyer (Kabaya Promotional)","2002","Not Unique","11"
"Airport","V-TOL","1997","Not Unique","50"
"Airport","V-TOL","1997","Unique","1"
"Airport","Whirlwind Rescue","1991","Not Unique","116"
"Alien Conquest","ADU Jetpack","2011","Not Unique","17"
"Alien Conquest","ADU Walker","2011","Not Unique","21"
"Alien Conquest","Alien Conquest Battle Pack","2011","Not Unique","19"
"Alien Conquest","Alien Conquest Battle Pack","2011","Unique","1"
"Alien Conquest","Alien Defender","2011","Not Unique","59"
"Alien Conquest","Alien Defender","2011","Unique","1"
"Alien Conquest","Alien Mothership","2011","Not Unique","93"
"Alien Conquest","Alien Mothership","2011","Unique","6"
"Alien Conquest","Alien Striker","2011","Not Unique","26"
"Alien Conquest","Earth Defense HQ","2011","Not Unique","299"
"Alien Conquest","Earth Defense HQ","2011","Unique","9"
"Alien Conquest","Jet-Copter Encounter","2011","Not Unique","144"
"Alien Conquest","Jet-Copter Encounter","2011","Unique","2"
"Alien Conquest","Tripod Invader","2011","Not Unique","70"
"Alien Conquest","Tripod Invader","2011","Unique","1"
"Alien Conquest","UFO Abduction","2011","Not Unique","86"
"Alien Conquest","UFO Abduction","2011","Unique","2"
"Alpha Team","Alpha Team ATV","2001","Not Unique","80"
"Alpha Team","Alpha Team ATV","2001","Unique","7"
"Alpha Team","Alpha Team Bomb Squad","2001","Not Unique","105"
"Alpha Team","Alpha Team Bomb Squad","2001","Unique","6"
"Alpha Team","Alpha Team Cruiser","2001","Not Unique","40"
"Alpha Team","Alpha Team Cruiser","2001","Unique","4"
"Alpha Team","Alpha Team Helicopter","2001","Not Unique","55"
"Alpha Team","Alpha Team Helicopter","2001","Unique","4"
"Alpha Team","Ogel Command Striker","2001","Not Unique","23"
"Alpha Team","Ogel Control Center","2001","Not Unique","138"
"Alpha Team","Ogel Control Center","2001","Unique","2"
"An Unexpected Journey","An Unexpected Gathering","2012","Not Unique","220"
"An Unexpected Journey","An Unexpected Gathering","2012","Unique","12"
"An Unexpected Journey","Attack of the Wargs","2012","Not Unique","136"
"An Unexpected Journey","Attack of the Wargs","2012","Unique","11"
"An Unexpected Journey","Barrel Escape","2012","Not Unique","132"
"An Unexpected Journey","Barrel Escape","2012","Unique","8"
"An Unexpected Journey","Escape from Mirkwood Spiders","2012","Not Unique","105"
"An Unexpected Journey","Escape from Mirkwood Spiders","2012","Unique","4"
"An Unexpected Journey","Gandalf at Dol Guldur","2012","Not Unique","26"
"An Unexpected Journey","Micro Scale Bag End - San Diego Comic-Con 2013 Exclusive","2013","Not Unique","50"
"An Unexpected Journey","Mirkwood Elf Guard","2012","Not Unique","27"
"An Unexpected Journey","Riddles for The Ring","2012","Not Unique","58"
"An Unexpected Journey","The Goblin King Battle","2012","Not Unique","239"
"An Unexpected Journey","The Goblin King Battle","2012","Unique","17"
"Angry Birds","Bird Island Egg Heist","2016","Not Unique","146"
"Angry Birds","Bird Island Egg Heist","2016","Unique","4"
"Angry Birds","King Pig’s Castle","2016","Not Unique","231"
"Angry Birds","King Pig’s Castle","2016","Unique","6"
"Angry Birds","Pig City Teardown","2016","Not Unique","193"
"Angry Birds","Pig City Teardown","2016","Unique","4"
"Angry Birds","Piggy Car Escape","2016","Not Unique","59"
"Angry Birds","Piggy Car Escape","2016","Unique","2"
"Angry Birds","Piggy Pirate Ship","2016","Not Unique","231"
"Angry Birds","Piggy Pirate Ship","2016","Unique","9"
"Angry Birds","Piggy Plane Attack","2016","Not Unique","84"
"Angry Birds","Piggy Plane Attack","2016","Unique","1"
"Animals","Brown Bear's River","2014","Not Unique","30"
"Animals","Bunny's Hutch","2013","Not Unique","26"
"Animals","Cat's Playground","2013","Not Unique","20"
"Animals","Cute Kitten","2014","Not Unique","20"
"Animals","Fawn's Forest","2013","Not Unique","23"
"Animals","Hedgehog's Hideaway","2013","Not Unique","27"
"Animals","Lion Cub's Savannah","2014","Not Unique","34"
"Animals","Macaw's Fountain","2014","Not Unique","28"
"Animals","Orangutan's Banana Tree","2014","Not Unique","22"
"Animals","Panda's Bamboo","2014","Not Unique","29"
"Animals","Parrot's Perch","2013","Not Unique","23"
"Animals","Penguin's Playground","2014","Not Unique","34"
"Animals","Poodle's Little Palace","2013","Not Unique","28"
"Animals","Poodle's Little Palace","2013","Unique","1"
"Animals","Puppy's Playhouse","2013","Not Unique","28"
"Animals","Puppy Pampering","2017","Not Unique","40"
"Animals","Puppy Pampering","2017","Unique","2"
"Animals","Puppy Playground","2017","Not Unique","44"
"Animals","Puppy Playground","2017","Unique","1"
"Animals","Puppy Treats & Tricks","2017","Not Unique","35"
"Animals","Seal's Little Rock","2014","Not Unique","27"
"Animals","Squirrel's Tree House","2013","Not Unique","28"
"Animals","Stephanie's Horse Carriage","2016","Not Unique","48"
"Animals","Stephanie's Horse Carriage","2016","Unique","2"
"Animals","Tiger's Beautiful Temple","2014","Not Unique","25"
"Animals","Turtle's Little Oasis","2013","Not Unique","24"
"Animals","Turtle's Little Paradise","2014","Not Unique","30"
"Animals","Turtle's Little Paradise","2014","Unique","1"
"Aquanauts","Crystal Crawler","1996","Not Unique","80"
"Aquanauts","Crystal Crawler","1996","Unique","1"
"Aquanauts","Crystal Explorer Sub","1995","Not Unique","84"
"Aquanauts","Neptune Discovery Lab","1995","Not Unique","183"
"Aquanauts","Neptune Discovery Lab","1995","Unique","3"
"Aquanauts","Paravane","1996","Not Unique","13"
"Aquanauts","Sea Claw 7 / Neptune III","1995","Not Unique","102"
"Aquanauts","Sea Sprint 9","1995","Not Unique","23"
"Aquanauts","Underwater Scooter","1996","Not Unique","13"
"Aquaraiders I","Aqua Dozer","1997","Not Unique","59"
"Aquaraiders I","Crystal Scavenger","1997","Not Unique","58"
"Aquaraiders I","Crystal Scavenger","1997","Unique","2"
"Aquaraiders I","Hydro Reef Wrecker","1997","Not Unique","113"
"Aquaraiders II","Angler Ambush","2007","Not Unique","72"
"Aquaraiders II","Angler Ambush","2007","Unique","1"
"Aquaraiders II","Aquabase Invasion","2007","Not Unique","270"
"Aquaraiders II","Aquabase Invasion","2007","Unique","3"
"Aquaraiders II","Crab Crusher","2007","Not Unique","233"
"Aquaraiders II","Crab Crusher","2007","Unique","2"
"Aquaraiders II","Deep Sea Treasure Hunter","2007","Not Unique","56"
"Aquaraiders II","Lobster Strike","2007","Not Unique","94"
"Aquaraiders II","Lobster Strike","2007","Unique","2"
"Aquaraiders II","The Shipwreck","2007","Not Unique","137"
"Aquaraiders II","Tiger Shark Attack","2007","Not Unique","182"
"Aquaraiders II","Tiger Shark Attack","2007","Unique","2"
"Aquasharks","Aquashark Dart","1998","Not Unique","19"
"Aquasharks","Deep Sea Predator","1995","Not Unique","62"
"Aquasharks","Deep Sea Predator","1995","Unique","1"
"Aquasharks","Shark's Crystal Cave","1996","Not Unique","119"
"Aquasharks","Shark's Crystal Cave","1996","Unique","2"
"Aquasharks","Shark Scout","1995","Not Unique","18"
"Aquasharks","Shark Scout","1995","Unique","1"
"Aquasharks","Spy Shark","1996","Not Unique","38"
"Aquasharks","Super Sub","1999","Not Unique","19"
"Aquazone","Aquazone Accessories","1995","Not Unique","15"
"Aquazone","Aquazone Accessories","1998","Not Unique","15"
"Architecture","1 x 1 and 1 x 2 Plates - Black (architectural hobby und modelbau version)","1962","Not Unique","4"
"Architecture","1 x 1 and 1 x 2 Plates - Blue (architectural hobby und modelbau version)","1962","Not Unique","4"
"Architecture","1 x 1 and 1 x 2 Plates - Light Gray (architectural hobby und modelbau version)","1962","Not Unique","4"
"Architecture","1 x 1 and 1 x 2 Plates - Red (architectural hobby und modelbau version)","1962","Not Unique","4"
"Architecture","1 x 1 and 1 x 2 Plates - Trans-Clear (architectural hobby und modelbau version)","1962","Not Unique","4"
"Architecture","1 x 1 and 1 x 2 Plates - White (architectural hobby und modelbau version)","1962","Not Unique","4"
"Architecture","1 x 1 and 1 x 2 Plates - Yellow (architectural hobby und modelbau version)","1962","Not Unique","4"
